Order Id,order date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Late_delivery_risk,Delivery Status,Cycle_Time_Variance,Delivery_Category
63678,7/18/2017 12:53,4,4,0,Shipping on time,0,On-Time / Early
16370,8/27/2015 22:47,6,4,1,Late delivery,2,2+ Days Late
12353,6/30/2015 7:27,4,4,0,Shipping on time,0,On-Time / Early
70099,10/20/2017 6:27,5,4,1,Late delivery,1,1 Day Late
19963,10/19/2015 9:34,4,4,0,Shipping on time,0,On-Time / Early
15544,8/15/2015 21:24,5,4,1,Late delivery,1,1 Day Late
15083,8/9/2015 3:53,4,4,0,Shipping on time,0,On-Time / Early
11689,6/20/2015 14:49,5,4,1,Late delivery,1,1 Day Late
10607,6/4/2015 19:45,3,4,0,Advance shipping,-1,On-Time / Early
12816,7/7/2015 1:39,2,4,0,Advance shipping,-2,On-Time / Early
15657,8/17/2015 12:59,3,4,0,Advance shipping,-1,On-Time / Early
15591,8/16/2015 13:52,2,4,0,Advance shipping,-2,On-Time / Early
11411,6/16/2015 13:25,2,4,0,Advance shipping,-2,On-Time / Early
47503,11/24/2016 10:03,4,4,0,Shipping on time,0,On-Time / Early
19042,10/5/2015 22:54,3,4,0,Advance shipping,-1,On-Time / Early
12350,6/30/2015 6:24,6,4,1,Late delivery,2,2+ Days Late
70220,10/22/2017 0:50,6,4,1,Late delivery,2,2+ Days Late
70202,10/21/2017 18:32,3,4,0,Advance shipping,-1,On-Time / Early
13431,7/16/2015 1:07,2,4,0,Advance shipping,-2,On-Time / Early
70454,10/25/2017 10:49,5,4,1,Late delivery,1,1 Day Late
17788,9/17/2015 15:34,4,4,0,Shipping on time,0,On-Time / Early
10963,6/10/2015 0:28,4,4,0,Shipping on time,0,On-Time / Early
10744,6/6/2015 19:45,5,4,1,Late delivery,1,1 Day Late
67349,9/10/2017 3:00,5,4,1,Late delivery,1,1 Day Late
10650,6/5/2015 10:49,6,4,1,Late delivery,2,2+ Days Late
12974,7/9/2015 9:01,5,4,1,Late delivery,1,1 Day Late
12162,6/27/2015 12:32,3,4,0,Advance shipping,-1,On-Time / Early
15804,8/19/2015 16:29,5,4,1,Late delivery,1,1 Day Late
12537,7/2/2015 23:55,3,4,0,Advance shipping,-1,On-Time / Early
63365,7/13/2017 23:13,6,4,1,Late delivery,2,2+ Days Late
10452,6/2/2015 13:27,3,4,0,Advance shipping,-1,On-Time / Early
67809,9/16/2017 20:09,5,4,1,Late delivery,1,1 Day Late
66081,8/22/2017 14:46,2,4,0,Advance shipping,-2,On-Time / Early
16126,8/24/2015 9:18,2,4,0,Advance shipping,-2,On-Time / Early
11186,6/13/2015 6:36,2,4,0,Advance shipping,-2,On-Time / Early
19344,10/10/2015 8:42,5,4,1,Late delivery,1,1 Day Late
11783,6/21/2015 23:45,4,4,0,Shipping on time,0,On-Time / Early
10492,6/3/2015 3:27,3,4,0,Advance shipping,-1,On-Time / Early
19305,10/9/2015 19:03,6,4,1,Late delivery,2,2+ Days Late
18775,10/2/2015 1:22,6,4,1,Late delivery,2,2+ Days Late
47344,11/22/2016 2:21,5,4,1,Late delivery,1,1 Day Late
11380,6/16/2015 2:34,6,4,1,Late delivery,2,2+ Days Late
16896,9/4/2015 15:04,2,4,0,Advance shipping,-2,On-Time / Early
10921,6/9/2015 9:45,2,4,0,Advance shipping,-2,On-Time / Early
64800,8/3/2017 21:58,6,4,1,Late delivery,2,2+ Days Late
68286,9/23/2017 19:16,2,4,0,Advance shipping,-2,On-Time / Early
62746,7/4/2017 22:22,2,4,0,Advance shipping,-2,On-Time / Early
11026,6/10/2015 22:32,2,4,0,Advance shipping,-2,On-Time / Early
15460,8/14/2015 15:58,6,4,1,Late delivery,2,2+ Days Late
68333,9/24/2017 11:44,4,4,0,Shipping on time,0,On-Time / Early
69180,10/6/2017 20:29,6,4,1,Late delivery,2,2+ Days Late
69121,10/5/2017 23:48,2,4,0,Advance shipping,-2,On-Time / Early
68973,10/3/2017 19:57,4,4,0,Shipping on time,0,On-Time / Early
69384,10/9/2017 19:57,5,4,1,Late delivery,1,1 Day Late
69326,10/8/2017 23:38,2,4,0,Advance shipping,-2,On-Time / Early
71580,11/10/2017 21:18,6,4,1,Late delivery,2,2+ Days Late
71084,11/3/2017 15:32,5,4,1,Late delivery,1,1 Day Late
70849,10/31/2017 5:12,5,4,1,Late delivery,1,1 Day Late
12155,6/27/2015 10:05,6,4,1,Late delivery,2,2+ Days Late
18514,9/28/2015 5:55,5,4,1,Late delivery,1,1 Day Late
13275,7/13/2015 18:28,6,4,1,Late delivery,2,2+ Days Late
70140,10/20/2017 20:48,6,4,1,Late delivery,2,2+ Days Late
18516,9/28/2015 6:37,2,4,0,Advance shipping,-2,On-Time / Early
13477,7/16/2015 17:14,3,4,0,Advance shipping,-1,On-Time / Early
47019,11/17/2016 8:29,5,4,1,Late delivery,1,1 Day Late
15196,8/10/2015 19:29,2,4,0,Advance shipping,-2,On-Time / Early
10758,6/7/2015 0:39,4,4,0,Shipping on time,0,On-Time / Early
5474,3/21/2015 21:26,5,4,1,Late delivery,1,1 Day Late
59271,5/15/2017 4:55,2,4,0,Advance shipping,-2,On-Time / Early
60163,5/28/2017 5:25,4,4,0,Shipping on time,0,On-Time / Early
55925,3/27/2017 8:40,6,4,1,Late delivery,2,2+ Days Late
1653,1/25/2015 2:46,4,4,0,Shipping on time,0,On-Time / Early
9106,5/13/2015 21:53,2,4,0,Advance shipping,-2,On-Time / Early
4930,3/13/2015 22:50,6,4,1,Late delivery,2,2+ Days Late
52670,2/7/2017 20:17,6,4,1,Late delivery,2,2+ Days Late
3437,2/20/2015 3:47,3,4,0,Advance shipping,-1,On-Time / Early
59069,5/12/2017 6:09,5,4,1,Late delivery,1,1 Day Late
9738,5/23/2015 3:18,4,4,0,Shipping on time,0,On-Time / Early
2760,2/10/2015 6:36,6,4,1,Late delivery,2,2+ Days Late
56088,3/29/2017 17:46,4,4,0,Shipping on time,0,On-Time / Early
2817,2/11/2015 2:34,3,4,0,Advance shipping,-1,On-Time / Early
1143,1/17/2015 16:05,4,4,0,Shipping on time,0,On-Time / Early
60369,5/31/2017 5:35,5,4,1,Late delivery,1,1 Day Late
8378,5/3/2015 6:50,4,4,0,Shipping on time,0,On-Time / Early
52387,2/3/2017 17:08,3,4,0,Advance shipping,-1,On-Time / Early
1018,1/15/2015 20:18,4,4,0,Shipping on time,0,On-Time / Early
4492,3/7/2015 13:23,3,4,0,Advance shipping,-1,On-Time / Early
8358,5/2/2015 23:49,4,4,0,Shipping on time,0,On-Time / Early
55057,3/14/2017 16:34,3,4,0,Advance shipping,-1,On-Time / Early
52126,1/30/2017 21:42,2,4,0,Advance shipping,-2,On-Time / Early
10292,5/31/2015 5:23,3,4,0,Advance shipping,-1,On-Time / Early
52517,2/5/2017 14:41,3,4,0,Advance shipping,-1,On-Time / Early
2326,2/3/2015 22:33,2,4,0,Advance shipping,-2,On-Time / Early
7826,4/25/2015 5:26,2,4,0,Advance shipping,-2,On-Time / Early
55480,3/20/2017 20:45,6,4,1,Late delivery,2,2+ Days Late
2515,2/6/2015 16:45,6,4,1,Late delivery,2,2+ Days Late
60664,6/4/2017 12:57,5,4,1,Late delivery,1,1 Day Late
8153,4/30/2015 0:00,4,4,0,Shipping on time,0,On-Time / Early
675,1/10/2015 20:07,6,4,1,Late delivery,2,2+ Days Late
3009,2/13/2015 21:50,5,4,1,Late delivery,1,1 Day Late
10133,5/28/2015 21:41,4,4,0,Shipping on time,0,On-Time / Early
61331,6/14/2017 6:37,2,4,0,Advance shipping,-2,On-Time / Early
55957,3/27/2017 19:52,3,4,0,Advance shipping,-1,On-Time / Early
5718,3/25/2015 10:55,4,4,0,Shipping on time,0,On-Time / Early
1615,1/24/2015 13:27,6,4,1,Late delivery,2,2+ Days Late
9549,5/20/2015 9:05,5,4,1,Late delivery,1,1 Day Late
6116,3/31/2015 6:21,2,4,0,Advance shipping,-2,On-Time / Early
2204,2/2/2015 3:48,5,4,1,Late delivery,1,1 Day Late
59670,5/21/2017 0:42,6,4,1,Late delivery,2,2+ Days Late
6009,3/29/2015 16:52,5,4,1,Late delivery,1,1 Day Late
52363,2/3/2017 8:44,4,4,0,Shipping on time,0,On-Time / Early
6160,3/31/2015 21:46,6,4,1,Late delivery,2,2+ Days Late
6703,4/8/2015 20:00,4,4,0,Shipping on time,0,On-Time / Early
8822,5/9/2015 18:23,3,4,0,Advance shipping,-1,On-Time / Early
1670,1/25/2015 8:43,6,4,1,Late delivery,2,2+ Days Late
51531,1/22/2017 5:15,2,4,0,Advance shipping,-2,On-Time / Early
3393,2/19/2015 12:22,4,4,0,Shipping on time,0,On-Time / Early
6083,3/30/2015 18:47,4,4,0,Shipping on time,0,On-Time / Early
7867,4/25/2015 19:48,3,4,0,Advance shipping,-1,On-Time / Early
7014,4/13/2015 8:57,5,4,1,Late delivery,1,1 Day Late
53414,2/18/2017 16:57,5,4,1,Late delivery,1,1 Day Late
55074,3/14/2017 22:31,5,4,1,Late delivery,1,1 Day Late
5346,3/20/2015 0:35,2,4,0,Advance shipping,-2,On-Time / Early
1998,1/30/2015 3:38,4,4,0,Shipping on time,0,On-Time / Early
59968,5/25/2017 9:06,4,4,0,Shipping on time,0,On-Time / Early
9336,5/17/2015 6:27,2,4,0,Advance shipping,-2,On-Time / Early
2163,2/1/2015 13:26,4,4,0,Shipping on time,0,On-Time / Early
54272,3/3/2017 5:32,3,4,0,Advance shipping,-1,On-Time / Early
535,1/8/2015 19:05,6,4,1,Late delivery,2,2+ Days Late
1188,1/18/2015 7:51,4,4,0,Shipping on time,0,On-Time / Early
51614,1/23/2017 10:19,5,4,1,Late delivery,1,1 Day Late
2098,1/31/2015 14:40,4,4,0,Shipping on time,0,On-Time / Early
53274,2/16/2017 15:54,5,4,1,Late delivery,1,1 Day Late
51716,1/24/2017 22:04,2,4,0,Advance shipping,-2,On-Time / Early
1125,1/17/2015 9:47,6,4,1,Late delivery,2,2+ Days Late
61194,6/12/2017 6:38,5,4,1,Late delivery,1,1 Day Late
5996,3/29/2015 12:18,2,4,0,Advance shipping,-2,On-Time / Early
7763,4/24/2015 7:22,4,4,0,Shipping on time,0,On-Time / Early
54565,3/7/2017 12:11,6,4,1,Late delivery,2,2+ Days Late
186,1/3/2015 16:48,2,4,0,Advance shipping,-2,On-Time / Early
57966,4/26/2017 3:43,2,4,0,Advance shipping,-2,On-Time / Early
7217,4/16/2015 8:05,3,4,0,Advance shipping,-1,On-Time / Early
8427,5/4/2015 0:00,3,4,0,Advance shipping,-1,On-Time / Early
6596,4/7/2015 6:31,2,4,0,Advance shipping,-2,On-Time / Early
52117,1/30/2017 18:33,3,4,0,Advance shipping,-1,On-Time / Early
55634,3/23/2017 2:43,5,4,1,Late delivery,1,1 Day Late
58103,4/28/2017 3:43,4,4,0,Shipping on time,0,On-Time / Early
7908,4/26/2015 10:10,4,4,0,Shipping on time,0,On-Time / Early
60425,6/1/2017 1:13,6,4,1,Late delivery,2,2+ Days Late
6091,3/30/2015 21:35,2,4,0,Advance shipping,-2,On-Time / Early
2358,2/4/2015 9:45,4,4,0,Shipping on time,0,On-Time / Early
9598,5/21/2015 2:15,4,4,0,Shipping on time,0,On-Time / Early
4387,3/6/2015 0:36,3,4,0,Advance shipping,-1,On-Time / Early
1039,1/16/2015 3:39,5,4,1,Late delivery,1,1 Day Late
726,1/11/2015 13:59,2,4,0,Advance shipping,-2,On-Time / Early
7859,4/25/2015 17:00,5,4,1,Late delivery,1,1 Day Late
4563,3/8/2015 14:16,4,4,0,Shipping on time,0,On-Time / Early
56842,4/9/2017 17:56,3,4,0,Advance shipping,-1,On-Time / Early
52192,1/31/2017 20:49,3,4,0,Advance shipping,-1,On-Time / Early
8344,5/2/2015 18:55,5,4,1,Late delivery,1,1 Day Late
6413,4/4/2015 14:24,4,4,0,Shipping on time,0,On-Time / Early
60844,6/7/2017 4:00,5,4,1,Late delivery,1,1 Day Late
4243,3/3/2015 22:09,4,4,0,Shipping on time,0,On-Time / Early
57878,4/24/2017 20:53,4,4,0,Shipping on time,0,On-Time / Early
9049,5/13/2015 1:55,5,4,1,Late delivery,1,1 Day Late
1266,1/19/2015 11:11,2,4,0,Advance shipping,-2,On-Time / Early
74637,12/25/2017 12:18,3,4,0,Advance shipping,-1,On-Time / Early
74704,12/26/2017 11:47,5,4,1,Late delivery,1,1 Day Late
74629,12/25/2017 9:30,5,4,1,Late delivery,1,1 Day Late
74624,12/25/2017 7:45,5,4,1,Late delivery,1,1 Day Late
73021,12/1/2017 22:09,2,4,0,Advance shipping,-2,On-Time / Early
72967,12/1/2017 3:14,3,4,0,Advance shipping,-1,On-Time / Early
72965,12/1/2017 2:32,6,4,1,Late delivery,2,2+ Days Late
72870,11/29/2017 17:15,6,4,1,Late delivery,2,2+ Days Late
75488,1/6/2018 22:27,4,4,0,Shipping on time,0,On-Time / Early
73062,12/2/2017 12:31,3,4,0,Advance shipping,-1,On-Time / Early
75555,1/7/2018 21:55,6,4,1,Late delivery,2,2+ Days Late
72343,11/22/2017 0:37,4,4,0,Shipping on time,0,On-Time / Early
75248,1/3/2018 10:22,4,4,0,Shipping on time,0,On-Time / Early
72171,11/19/2017 12:21,2,4,0,Advance shipping,-2,On-Time / Early
72347,11/22/2017 2:01,3,4,0,Advance shipping,-1,On-Time / Early
72293,11/21/2017 7:06,4,4,0,Shipping on time,0,On-Time / Early
20586,10/28/2015 11:50,2,4,0,Advance shipping,-2,On-Time / Early
26497,1/22/2016 18:43,3,4,0,Advance shipping,-1,On-Time / Early
21548,11/11/2015 12:52,4,4,0,Shipping on time,0,On-Time / Early
21223,11/6/2015 19:00,4,4,0,Shipping on time,0,On-Time / Early
77055,1/29/2018 19:26,6,4,1,Late delivery,2,2+ Days Late
76946,1/28/2018 5:15,2,4,0,Advance shipping,-2,On-Time / Early
50443,1/6/2017 8:04,4,4,0,Shipping on time,0,On-Time / Early
41328,8/26/2016 6:41,4,4,0,Shipping on time,0,On-Time / Early
21331,11/8/2015 8:50,2,4,0,Advance shipping,-2,On-Time / Early
77107,1/30/2018 13:39,3,4,0,Advance shipping,-1,On-Time / Early
29345,3/4/2016 8:30,6,4,1,Late delivery,2,2+ Days Late
48796,12/13/2016 7:03,2,4,0,Advance shipping,-2,On-Time / Early
29299,3/3/2016 16:23,5,4,1,Late delivery,1,1 Day Late
26712,1/25/2016 22:03,3,4,0,Advance shipping,-1,On-Time / Early
74870,12/28/2017 21:56,6,4,1,Late delivery,2,2+ Days Late
46362,11/7/2016 18:19,3,4,0,Advance shipping,-1,On-Time / Early
25516,1/8/2016 11:02,2,4,0,Advance shipping,-2,On-Time / Early
77105,1/30/2018 12:57,6,4,1,Late delivery,2,2+ Days Late
31255,4/1/2016 5:40,6,4,1,Late delivery,2,2+ Days Late
21485,11/10/2015 14:48,6,4,1,Late delivery,2,2+ Days Late
28419,2/19/2016 20:05,5,4,1,Late delivery,1,1 Day Late
24560,12/25/2015 12:06,6,4,1,Late delivery,2,2+ Days Late
27652,2/8/2016 15:22,3,4,0,Advance shipping,-1,On-Time / Early
74180,12/18/2017 20:12,6,4,1,Late delivery,2,2+ Days Late
28551,2/21/2016 18:20,2,4,0,Advance shipping,-2,On-Time / Early
74831,12/28/2017 8:16,2,4,0,Advance shipping,-2,On-Time / Early
29946,3/13/2016 3:04,2,4,0,Advance shipping,-2,On-Time / Early
20506,10/27/2015 7:48,2,4,0,Advance shipping,-2,On-Time / Early
73856,12/14/2017 2:41,2,4,0,Advance shipping,-2,On-Time / Early
23758,12/13/2015 19:08,4,4,0,Shipping on time,0,On-Time / Early
76831,1/26/2018 12:58,2,4,0,Advance shipping,-2,On-Time / Early
46075,11/3/2016 13:46,6,4,1,Late delivery,2,2+ Days Late
27907,2/12/2016 8:42,3,4,0,Advance shipping,-1,On-Time / Early
27829,2/11/2016 5:23,5,4,1,Late delivery,1,1 Day Late
29318,3/3/2016 23:03,4,4,0,Shipping on time,0,On-Time / Early
23190,12/5/2015 12:08,6,4,1,Late delivery,2,2+ Days Late
74951,12/30/2017 2:19,2,4,0,Advance shipping,-2,On-Time / Early
24429,12/23/2015 14:12,5,4,1,Late delivery,1,1 Day Late
77185,1/31/2018 16:59,6,4,1,Late delivery,2,2+ Days Late
25229,1/4/2016 6:29,5,4,1,Late delivery,1,1 Day Late
76950,1/28/2018 6:39,6,4,1,Late delivery,2,2+ Days Late
74768,12/27/2017 10:12,4,4,0,Shipping on time,0,On-Time / Early
30447,3/20/2016 10:35,3,4,0,Advance shipping,-1,On-Time / Early
30211,3/16/2016 23:54,2,4,0,Advance shipping,-2,On-Time / Early
48385,12/7/2016 7:04,6,4,1,Late delivery,2,2+ Days Late
72434,11/23/2017 8:30,5,4,1,Late delivery,1,1 Day Late
76876,1/27/2018 4:44,2,4,0,Advance shipping,-2,On-Time / Early
23409,12/8/2015 16:51,5,4,1,Late delivery,1,1 Day Late
27678,2/9/2016 0:29,4,4,0,Shipping on time,0,On-Time / Early
28682,2/23/2016 16:13,3,4,0,Advance shipping,-1,On-Time / Early
20496,10/27/2015 4:18,2,4,0,Advance shipping,-2,On-Time / Early
25919,1/14/2016 8:13,5,4,1,Late delivery,1,1 Day Late
23467,12/9/2015 13:11,3,4,0,Advance shipping,-1,On-Time / Early
31070,3/29/2016 12:51,6,4,1,Late delivery,2,2+ Days Late
21587,11/12/2015 2:32,3,4,0,Advance shipping,-1,On-Time / Early
22032,11/18/2015 14:26,3,4,0,Advance shipping,-1,On-Time / Early
26263,1/19/2016 8:44,4,4,0,Shipping on time,0,On-Time / Early
75109,1/1/2018 9:40,5,4,1,Late delivery,1,1 Day Late
71759,11/13/2017 12:01,5,4,1,Late delivery,1,1 Day Late
25984,1/15/2016 7:00,5,4,1,Late delivery,1,1 Day Late
24511,12/24/2015 18:56,2,4,0,Advance shipping,-2,On-Time / Early
20833,11/1/2015 2:22,4,4,0,Shipping on time,0,On-Time / Early
25823,1/12/2016 22:35,4,4,0,Shipping on time,0,On-Time / Early
30194,3/16/2016 17:57,5,4,1,Late delivery,1,1 Day Late
22964,12/2/2015 4:57,5,4,1,Late delivery,1,1 Day Late
29584,3/7/2016 20:14,5,4,1,Late delivery,1,1 Day Late
25582,1/9/2016 10:09,3,4,0,Advance shipping,-1,On-Time / Early
20621,10/29/2015 0:06,2,4,0,Advance shipping,-2,On-Time / Early
23614,12/11/2015 16:41,5,4,1,Late delivery,1,1 Day Late
74055,12/17/2017 0:24,6,4,1,Late delivery,2,2+ Days Late
75449,1/6/2018 8:47,5,4,1,Late delivery,1,1 Day Late
73493,12/8/2017 19:31,4,4,0,Shipping on time,0,On-Time / Early
72652,11/26/2017 12:52,3,4,0,Advance shipping,-1,On-Time / Early
76292,1/18/2018 16:08,3,4,0,Advance shipping,-1,On-Time / Early
72633,11/26/2017 6:13,4,4,0,Shipping on time,0,On-Time / Early
71604,11/11/2017 5:43,5,4,1,Late delivery,1,1 Day Late
72684,11/27/2017 0:05,5,4,1,Late delivery,1,1 Day Late
76739,1/25/2018 4:44,5,4,1,Late delivery,1,1 Day Late
72630,11/26/2017 5:10,6,4,1,Late delivery,2,2+ Days Late
73632,12/10/2017 20:13,3,4,0,Advance shipping,-1,On-Time / Early
73596,12/10/2017 7:36,2,4,0,Advance shipping,-2,On-Time / Early
76287,1/18/2018 14:23,3,4,0,Advance shipping,-1,On-Time / Early
72628,11/26/2017 4:28,4,4,0,Shipping on time,0,On-Time / Early
72574,11/25/2017 9:33,5,4,1,Late delivery,1,1 Day Late
75423,1/5/2018 23:41,4,4,0,Shipping on time,0,On-Time / Early
76358,1/19/2018 15:15,4,4,0,Shipping on time,0,On-Time / Early
72590,11/25/2017 15:09,6,4,1,Late delivery,2,2+ Days Late
74312,12/20/2017 18:27,3,4,0,Advance shipping,-1,On-Time / Early
75368,1/5/2018 4:25,4,4,0,Shipping on time,0,On-Time / Early
76590,1/23/2018 0:32,6,4,1,Late delivery,2,2+ Days Late
76428,1/20/2018 15:46,4,4,0,Shipping on time,0,On-Time / Early
73592,12/10/2017 6:12,3,4,0,Advance shipping,-1,On-Time / Early
73662,12/11/2017 6:43,3,4,0,Advance shipping,-1,On-Time / Early
76371,1/19/2018 19:48,2,4,0,Advance shipping,-2,On-Time / Early
76317,1/19/2018 0:53,3,4,0,Advance shipping,-1,On-Time / Early
73517,12/9/2017 3:55,3,4,0,Advance shipping,-1,On-Time / Early
73643,12/11/2017 0:04,4,4,0,Shipping on time,0,On-Time / Early
75417,1/5/2018 21:35,3,4,0,Advance shipping,-1,On-Time / Early
73588,12/10/2017 4:48,4,4,0,Shipping on time,0,On-Time / Early
75397,1/5/2018 14:34,3,4,0,Advance shipping,-1,On-Time / Early
73586,12/10/2017 4:06,2,4,0,Advance shipping,-2,On-Time / Early
72816,11/28/2017 22:20,2,4,0,Advance shipping,-2,On-Time / Early
72654,11/26/2017 13:34,5,4,1,Late delivery,1,1 Day Late
76421,1/20/2018 13:19,2,4,0,Advance shipping,-2,On-Time / Early
75378,1/5/2018 7:55,4,4,0,Shipping on time,0,On-Time / Early
75618,1/8/2018 20:00,4,4,0,Shipping on time,0,On-Time / Early
75524,1/7/2018 11:04,5,4,1,Late delivery,1,1 Day Late
75224,1/3/2018 1:58,5,4,1,Late delivery,1,1 Day Late
22765,11/29/2015 7:14,6,4,1,Late delivery,2,2+ Days Late
47824,11/29/2016 2:31,5,4,1,Late delivery,1,1 Day Late
74955,12/30/2017 3:43,6,4,1,Late delivery,2,2+ Days Late
20728,10/30/2015 13:35,4,4,0,Shipping on time,0,On-Time / Early
46006,11/2/2016 13:36,2,4,0,Advance shipping,-2,On-Time / Early
76969,1/28/2018 13:19,5,4,1,Late delivery,1,1 Day Late
73739,12/12/2017 9:42,5,4,1,Late delivery,1,1 Day Late
27176,2/1/2016 16:36,2,4,0,Advance shipping,-2,On-Time / Early
23126,12/4/2015 13:43,2,4,0,Advance shipping,-2,On-Time / Early
27547,2/7/2016 2:35,3,4,0,Advance shipping,-1,On-Time / Early
74065,12/17/2017 3:55,6,4,1,Late delivery,2,2+ Days Late
76294,1/18/2018 16:50,5,4,1,Late delivery,1,1 Day Late
72758,11/28/2017 2:01,4,4,0,Shipping on time,0,On-Time / Early
73505,12/8/2017 23:43,6,4,1,Late delivery,2,2+ Days Late
74217,12/19/2017 9:10,3,4,0,Advance shipping,-1,On-Time / Early
76315,1/19/2018 0:11,6,4,1,Late delivery,2,2+ Days Late
75360,1/5/2018 1:36,6,4,1,Late delivery,2,2+ Days Late
73513,12/9/2017 2:31,4,4,0,Shipping on time,0,On-Time / Early
35905,6/8/2016 2:46,6,4,1,Late delivery,2,2+ Days Late
39165,7/25/2016 16:53,6,4,1,Late delivery,2,2+ Days Late
38663,7/18/2016 9:01,4,4,0,Shipping on time,0,On-Time / Early
38851,7/21/2016 2:53,2,4,0,Advance shipping,-2,On-Time / Early
38504,7/16/2016 1:18,5,4,1,Late delivery,1,1 Day Late
31424,4/3/2016 16:52,5,4,1,Late delivery,1,1 Day Late
39145,7/25/2016 9:53,6,4,1,Late delivery,2,2+ Days Late
34092,5/12/2016 15:35,3,4,0,Advance shipping,-1,On-Time / Early
50298,1/4/2017 5:16,4,4,0,Shipping on time,0,On-Time / Early
35791,6/6/2016 10:49,2,4,0,Advance shipping,-2,On-Time / Early
32562,4/20/2016 7:34,3,4,0,Advance shipping,-1,On-Time / Early
36750,6/20/2016 10:48,6,4,1,Late delivery,2,2+ Days Late
40544,8/14/2016 20:01,5,4,1,Late delivery,1,1 Day Late
35298,5/30/2016 6:06,4,4,0,Shipping on time,0,On-Time / Early
34476,5/18/2016 6:07,2,4,0,Advance shipping,-2,On-Time / Early
35433,6/1/2016 5:24,4,4,0,Shipping on time,0,On-Time / Early
39198,7/26/2016 4:27,4,4,0,Shipping on time,0,On-Time / Early
38416,7/14/2016 18:29,2,4,0,Advance shipping,-2,On-Time / Early
32426,4/18/2016 7:55,2,4,0,Advance shipping,-2,On-Time / Early
38468,7/15/2016 12:42,4,4,0,Shipping on time,0,On-Time / Early
31981,4/11/2016 20:01,2,4,0,Advance shipping,-2,On-Time / Early
32073,4/13/2016 4:15,4,4,0,Shipping on time,0,On-Time / Early
35427,6/1/2016 3:18,3,4,0,Advance shipping,-1,On-Time / Early
31396,4/3/2016 7:04,2,4,0,Advance shipping,-2,On-Time / Early
35915,6/8/2016 6:16,6,4,1,Late delivery,2,2+ Days Late
31335,4/2/2016 9:41,6,4,1,Late delivery,2,2+ Days Late
36085,6/10/2016 17:49,6,4,1,Late delivery,2,2+ Days Late
33706,5/7/2016 0:21,2,4,0,Advance shipping,-2,On-Time / Early
38630,7/17/2016 21:27,6,4,1,Late delivery,2,2+ Days Late
32847,4/24/2016 11:25,3,4,0,Advance shipping,-1,On-Time / Early
34680,5/21/2016 5:35,6,4,1,Late delivery,2,2+ Days Late
40206,8/9/2016 21:36,2,4,0,Advance shipping,-2,On-Time / Early
40489,8/14/2016 0:44,5,4,1,Late delivery,1,1 Day Late
36201,6/12/2016 10:28,2,4,0,Advance shipping,-2,On-Time / Early
39282,7/27/2016 9:53,3,4,0,Advance shipping,-1,On-Time / Early
40091,8/8/2016 5:18,2,4,0,Advance shipping,-2,On-Time / Early
31702,4/7/2016 18:16,3,4,0,Advance shipping,-1,On-Time / Early
36491,6/16/2016 16:04,2,4,0,Advance shipping,-2,On-Time / Early
36401,6/15/2016 8:32,2,4,0,Advance shipping,-2,On-Time / Early
34728,5/21/2016 22:24,4,4,0,Shipping on time,0,On-Time / Early
37429,6/30/2016 8:41,5,4,1,Late delivery,1,1 Day Late
31670,4/7/2016 7:03,6,4,1,Late delivery,2,2+ Days Late
37294,6/28/2016 9:23,5,4,1,Late delivery,1,1 Day Late
38610,7/17/2016 14:27,6,4,1,Late delivery,2,2+ Days Late
36110,6/11/2016 2:35,6,4,1,Late delivery,2,2+ Days Late
31793,4/9/2016 2:09,4,4,0,Shipping on time,0,On-Time / Early
37846,7/6/2016 10:47,2,4,0,Advance shipping,-2,On-Time / Early
38819,7/20/2016 15:40,5,4,1,Late delivery,1,1 Day Late
35870,6/7/2016 14:30,6,4,1,Late delivery,2,2+ Days Late
36874,6/22/2016 6:15,5,4,1,Late delivery,1,1 Day Late
34046,5/11/2016 23:28,2,4,0,Advance shipping,-2,On-Time / Early
41065,8/22/2016 10:32,6,4,1,Late delivery,2,2+ Days Late
36843,6/21/2016 19:23,4,4,0,Shipping on time,0,On-Time / Early
46195,11/5/2016 7:48,6,4,1,Late delivery,2,2+ Days Late
39038,7/23/2016 20:24,4,4,0,Shipping on time,0,On-Time / Early
33933,5/10/2016 7:53,4,4,0,Shipping on time,0,On-Time / Early
35557,6/3/2016 0:51,3,4,0,Advance shipping,-1,On-Time / Early
38496,7/15/2016 22:30,2,4,0,Advance shipping,-2,On-Time / Early
48496,12/8/2016 21:57,2,4,0,Advance shipping,-2,On-Time / Early
44342,10/9/2016 6:37,3,4,0,Advance shipping,-1,On-Time / Early
45615,10/27/2016 20:36,6,4,1,Late delivery,2,2+ Days Late
41363,8/26/2016 18:57,4,4,0,Shipping on time,0,On-Time / Early
17291,9/10/2015 9:27,2,4,0,Advance shipping,-2,On-Time / Early
15444,8/14/2015 10:22,5,4,1,Late delivery,1,1 Day Late
10332,5/31/2015 19:24,3,4,0,Advance shipping,-1,On-Time / Early
66591,8/30/2017 1:26,2,4,0,Advance shipping,-2,On-Time / Early
11027,6/10/2015 22:53,3,4,0,Advance shipping,-1,On-Time / Early
67419,9/11/2017 3:31,5,4,1,Late delivery,1,1 Day Late
68322,9/24/2017 7:53,3,4,0,Advance shipping,-1,On-Time / Early
48239,12/5/2016 3:55,5,4,1,Late delivery,1,1 Day Late
